timeindex;pv-LU-profile;pv-NL-profile;pv-DK-profile;pv-SE-profile;pv-PL-profile;pv-CZ-profile;pv-AT-profile;pv-NO-profile;pv-BE-profile;pv-FR-profile;pv-CH-profile;pv-DE-profile;wind-LU-profile;wind-NL-profile;wind-DK-profile;wind-SE-profile;wind-PL-profile;wind-CZ-profile;wind-AT-profile;wind-NO-profile;wind-BE-profile;wind-FR-profile;wind-CH-profile;wind-DE-profile
2050-01-01T00:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.147532;0.34366399999999997;0.9546979999999999;0.517983;0.973042;0.973042;0.138037;0.988585;0.147532;0.138037;0.138037;0.834866
2050-01-01T01:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18418099999999998;0.381615;0.9490729999999999;0.500154;0.9834;0.9834;0.131324;0.9888049999999999;0.18418099999999998;0.131324;0.131324;0.8373659999999999
2050-01-01T02:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.223937;0.399386;0.9485020000000001;0.518299;0.9838;0.9838;0.125225;0.98372;0.223937;0.125225;0.125225;0.833465
2050-01-01T03:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.255732;0.41216099999999994;0.950385;0.566404;0.980246;0.980246;0.121644;0.97665;0.255732;0.121644;0.121644;0.834477
2050-01-01T04:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26844;0.407344;0.954528;0.6090300000000001;0.9780709999999999;0.9780709999999999;0.123529;0.972232;0.26844;0.123529;0.123529;0.8325899999999999
2050-01-01T05:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.276708;0.387982;0.9456100000000001;0.7146239999999999;0.971417;0.971417;0.127054;0.96944;0.276708;0.127054;0.127054;0.826725
2050-01-01T06:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26844;0.3399;0.9243389999999999;0.816079;0.9591120000000001;0.9591120000000001;0.130119;0.965675;0.26844;0.130119;0.130119;0.8160149999999999
2050-01-01T07:00:00Z;0.0;0.0;0.0;0.0;0.016;0.042;0.093;0.0;0.0;0.004;0.056;0.004;0.243378;0.288507;0.895639;0.869468;0.934823;0.934823;0.128969;0.9642350000000001;0.243378;0.128969;0.128969;0.7907529999999999
2050-01-01T08:00:00Z;0.046;0.005;0.063;0.008;0.059;0.14800000000000002;0.244;0.001;0.006999999999999999;0.063;0.248;0.042;0.20347300000000001;0.238235;0.866455;0.884344;0.905633;0.905633;0.12566300000000002;0.959233;0.20347300000000001;0.12566300000000002;0.12566300000000002;0.759117
2050-01-01T09:00:00Z;0.123;0.049;0.201;0.038;0.102;0.239;0.365;0.021;0.023;0.152;0.39;0.098;0.16960999999999998;0.204556;0.834943;0.8854139999999999;0.8794719999999999;0.8794719999999999;0.119902;0.9497770000000001;0.16960999999999998;0.119902;0.119902;0.732491
2050-01-01T10:00:00Z;0.172;0.119;0.28600000000000003;0.068;0.133;0.308;0.426;0.042;0.035;0.228;0.462;0.142;0.148345;0.182969;0.801198;0.8791110000000001;0.884916;0.884916;0.11150499999999999;0.938248;0.148345;0.11150499999999999;0.11150499999999999;0.715071
2050-01-01T11:00:00Z;0.2;0.158;0.299;0.079;0.127;0.315;0.433;0.047;0.039;0.273;0.482;0.154;0.148345;0.18831099999999998;0.765537;0.870684;0.892452;0.892452;0.10320599999999999;0.925458;0.148345;0.10320599999999999;0.10320599999999999;0.6899029999999999
2050-01-01T12:00:00Z;0.2;0.152;0.243;0.059;0.086;0.228;0.389;0.035;0.036000000000000004;0.271;0.447;0.129;0.157479;0.204527;0.7150270000000001;0.861247;0.897372;0.897372;0.098385;0.910708;0.157479;0.098385;0.098385;0.675215
2050-01-01T13:00:00Z;0.149;0.112;0.131;0.02;0.033;0.121;0.285;0.014;0.025;0.22;0.344;0.081;0.16434100000000001;0.226841;0.656845;0.852621;0.8786299999999999;0.8786299999999999;0.09575;0.890026;0.16434100000000001;0.09575;0.09575;0.668693
2050-01-01T14:00:00Z;0.062;0.044;0.017;0.0;0.001;0.025;0.125;0.0;0.01;0.132;0.191;0.023;0.20248;0.268404;0.594554;0.841274;0.859461;0.859461;0.094196;0.866756;0.20248;0.094196;0.094196;0.642031
2050-01-01T15:00:00Z;0.002;0.0;0.0;0.0;0.0;0.0;0.002;0.0;0.0;0.034;0.024;0.0;0.251199;0.307869;0.5653229999999999;0.832309;0.850517;0.850517;0.10138899999999999;0.853067;0.251199;0.10138899999999999;0.10138899999999999;0.640073
2050-01-01T16:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.275518;0.30790300000000004;0.5307930000000001;0.816704;0.838317;0.838317;0.1223;0.851986;0.275518;0.1223;0.1223;0.6063649999999999
2050-01-01T17:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.280294;0.28926999999999997;0.46543999999999996;0.794564;0.82125;0.82125;0.15651400000000001;0.8446870000000001;0.280294;0.15651400000000001;0.15651400000000001;0.55286
2050-01-01T18:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.273147;0.276345;0.417271;0.758508;0.796063;0.796063;0.196109;0.8308639999999999;0.273147;0.196109;0.196109;0.527594
2050-01-01T19:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.283905;0.284262;0.388813;0.6904060000000001;0.761517;0.761517;0.247271;0.804142;0.283905;0.247271;0.247271;0.496792
2050-01-01T20:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.273147;0.289512;0.360735;0.636151;0.7199;0.7199;0.288769;0.782367;0.273147;0.288769;0.288769;0.46665
2050-01-01T21:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26961199999999996;0.292946;0.344997;0.609031;0.6592100000000001;0.6592100000000001;0.294319;0.773964;0.26961199999999996;0.294319;0.294319;0.452816
2050-01-01T22:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26844;0.293875;0.322883;0.547423;0.591346;0.591346;0.283589;0.764995;0.26844;0.283589;0.283589;0.44712299999999994
2050-01-01T23:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.263778;0.287862;0.275671;0.518598;0.531821;0.531821;0.28523000000000004;0.748045;0.263778;0.28523000000000004;0.28523000000000004;0.44147299999999995
2050-01-02T00:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.255732;0.279525;0.262392;0.50461;0.486529;0.486529;0.28125500000000003;0.739011;0.255732;0.28125500000000003;0.28125500000000003;0.44458500000000006
2050-01-02T01:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23788;0.268515;0.252853;0.49028999999999995;0.46129799999999993;0.46129799999999993;0.27307600000000004;0.7502939999999999;0.23788;0.27307600000000004;0.27307600000000004;0.44515
2050-01-02T02:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.217673;0.25719000000000003;0.250286;0.483943;0.45231499999999997;0.45231499999999997;0.272957;0.739646;0.217673;0.272957;0.272957;0.446456
2050-01-02T03:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.209488;0.24359699999999998;0.240623;0.475023;0.463192;0.463192;0.278478;0.7105640000000001;0.209488;0.278478;0.278478;0.449489
2050-01-02T04:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.209488;0.232172;0.227965;0.459337;0.468322;0.468322;0.288076;0.682571;0.209488;0.288076;0.288076;0.45068199999999997
2050-01-02T05:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21355700000000002;0.232738;0.20809;0.444371;0.456517;0.456517;0.293716;0.657612;0.21355700000000002;0.293716;0.293716;0.446072
2050-01-02T06:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21560900000000002;0.23374;0.186858;0.43733;0.43420699999999995;0.43420699999999995;0.294858;0.64712;0.21560900000000002;0.294858;0.294858;0.429098
2050-01-02T07:00:00Z;0.0;0.0;0.0;0.0;0.027000000000000003;0.025;0.033;0.0;0.0;0.006;0.029;0.004;0.21458200000000002;0.23047199999999998;0.163576;0.409037;0.405053;0.405053;0.298202;0.619332;0.21458200000000002;0.298202;0.298202;0.408139
2050-01-02T08:00:00Z;0.051;0.032;0.057;0.009000000000000001;0.094;0.098;0.114;0.001;0.033;0.075;0.146;0.052000000000000005;0.200504;0.216389;0.14279;0.35828499999999996;0.37156100000000003;0.37156100000000003;0.290919;0.5802470000000001;0.200504;0.290919;0.290919;0.380092
2050-01-02T09:00:00Z;0.14400000000000002;0.102;0.193;0.037000000000000005;0.147;0.171;0.18600000000000005;0.028;0.106;0.185;0.246;0.117;0.186057;0.204591;0.12287999999999999;0.307557;0.32253899999999996;0.32253899999999996;0.28001;0.55033;0.186057;0.28001;0.28001;0.352127
2050-01-02T10:00:00Z;0.24;0.151;0.305;0.067;0.16699999999999998;0.238;0.256;0.066;0.171;0.28800000000000003;0.307;0.174;0.17771199999999998;0.202807;0.10968;0.26026900000000003;0.278134;0.278134;0.267402;0.520572;0.17771199999999998;0.267402;0.267402;0.332944
2050-01-02T11:00:00Z;0.363;0.161;0.315;0.07200000000000001;0.15;0.251;0.279;0.08199999999999999;0.194;0.35600000000000004;0.341;0.196;0.179545;0.21072600000000002;0.10406099999999999;0.23135300000000003;0.24695799999999998;0.24695799999999998;0.273463;0.49419799999999997;0.179545;0.273463;0.273463;0.328226
2050-01-02T12:00:00Z;0.343;0.14;0.257;0.048;0.1;0.21;0.238;0.064;0.171;0.361;0.309;0.175;0.192716;0.217887;0.103929;0.21137399999999998;0.21931399999999998;0.21931399999999998;0.288733;0.47888500000000006;0.192716;0.288733;0.288733;0.32600100000000004
2050-01-02T13:00:00Z;0.279;0.094;0.142;0.014;0.038;0.129;0.16699999999999998;0.025;0.113;0.304;0.24;0.112;0.204468;0.219721;0.11280899999999999;0.208798;0.191639;0.191639;0.309528;0.46798599999999996;0.204468;0.309528;0.309528;0.322698
2050-01-02T14:00:00Z;0.13;0.037000000000000005;0.023;0.0;0.001;0.031;0.057;0.001;0.048;0.19;0.125;0.035;0.21355700000000002;0.226091;0.130262;0.222275;0.168795;0.168795;0.329369;0.453613;0.21355700000000002;0.329369;0.329369;0.31346199999999996
2050-01-02T15:00:00Z;0.009000000000000001;0.0;0.0;0.0;0.0;0.0;0.001;0.0;0.002;0.056;0.015;0.0;0.21664;0.233037;0.14247;0.231084;0.16328099999999998;0.16328099999999998;0.340515;0.44131000000000004;0.21664;0.340515;0.340515;0.312271
2050-01-02T16:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21050100000000002;0.234227;0.138295;0.22907600000000003;0.162226;0.162226;0.354407;0.418681;0.21050100000000002;0.354407;0.354407;0.30825199999999997
2050-01-02T17:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.201491;0.243414;0.11740199999999999;0.207894;0.15190599999999999;0.15190599999999999;0.37383099999999997;0.393771;0.201491;0.37383099999999997;0.37383099999999997;0.29281599999999997
2050-01-02T18:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.193679;0.24241;0.098932;0.203646;0.140843;0.140843;0.37953000000000003;0.36742600000000003;0.193679;0.37953000000000003;0.37953000000000003;0.268595
2050-01-02T19:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19175599999999998;0.229171;0.09062;0.21375100000000002;0.135215;0.135215;0.37507399999999996;0.335285;0.19175599999999998;0.37507399999999996;0.37507399999999996;0.248991
2050-01-02T20:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.179545;0.208013;0.086129;0.21575;0.136441;0.136441;0.364261;0.310089;0.179545;0.364261;0.364261;0.235913
2050-01-02T21:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16434100000000001;0.18476099999999998;0.079524;0.198185;0.128679;0.128679;0.346529;0.28128800000000004;0.16434100000000001;0.346529;0.346529;0.21001199999999998
2050-01-02T22:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.147532;0.15772;0.074589;0.174554;0.114523;0.114523;0.325466;0.24114000000000002;0.147532;0.325466;0.325466;0.177857
2050-01-02T23:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.130368;0.132205;0.074115;0.163183;0.107254;0.107254;0.30501999999999996;0.191093;0.130368;0.30501999999999996;0.30501999999999996;0.152502
2050-01-03T00:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.115247;0.112198;0.080148;0.155338;0.10353299999999999;0.10353299999999999;0.287532;0.16580999999999999;0.115247;0.287532;0.287532;0.133949
2050-01-03T01:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10069;0.094296;0.087618;0.15121099999999998;0.10308699999999998;0.10308699999999998;0.273217;0.143735;0.10069;0.273217;0.273217;0.119973
2050-01-03T02:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.087359;0.07939199999999999;0.095096;0.148125;0.10555999999999999;0.10555999999999999;0.264594;0.122564;0.087359;0.264594;0.264594;0.110051
2050-01-03T03:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07683;0.07113799999999999;0.097063;0.157699;0.11381400000000001;0.11381400000000001;0.257137;0.111108;0.07683;0.257137;0.257137;0.10840999999999999
2050-01-03T04:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.067652;0.064374;0.093152;0.17113699999999998;0.12175799999999999;0.12175799999999999;0.253866;0.114917;0.067652;0.253866;0.253866;0.109497
2050-01-03T05:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.058319;0.056584;0.085614;0.18224;0.12396099999999999;0.12396099999999999;0.251762;0.11283599999999999;0.058319;0.251762;0.251762;0.10561
2050-01-03T06:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05106;0.049023000000000004;0.077486;0.195124;0.123701;0.123701;0.24896;0.103806;0.05106;0.24896;0.24896;0.09837
2050-01-03T07:00:00Z;0.0;0.0;0.0;0.0;0.018000000000000002;0.025;0.04;0.0;0.0;0.008;0.075;0.004;0.047852;0.04342;0.070094;0.20592800000000003;0.12529200000000001;0.12529200000000001;0.239986;0.10458800000000001;0.047852;0.239986;0.239986;0.090119
2050-01-03T08:00:00Z;0.038;0.023;0.042;0.011;0.07400000000000001;0.106;0.138;0.001;0.019;0.118;0.306;0.057;0.04746;0.040325;0.063987;0.209986;0.129606;0.129606;0.221183;0.094441;0.04746;0.221183;0.221183;0.081513
2050-01-03T09:00:00Z;0.106;0.077;0.117;0.044;0.125;0.18;0.239;0.016;0.063;0.257;0.466;0.126;0.04707;0.038188;0.058763;0.18806199999999998;0.128228;0.128228;0.199173;0.081887;0.04707;0.199173;0.199173;0.06990199999999999
2050-01-03T10:00:00Z;0.173;0.124;0.18;0.07200000000000001;0.153;0.227;0.335;0.032;0.113;0.358;0.5539999999999999;0.18;0.044025;0.035364;0.055577999999999995;0.160557;0.131447;0.131447;0.175021;0.083192;0.044025;0.175021;0.175021;0.059002
2050-01-03T11:00:00Z;0.215;0.134;0.21;0.07400000000000001;0.146;0.21600000000000005;0.35200000000000004;0.034;0.135;0.402;0.5770000000000001;0.204;0.041823;0.035297;0.05644;0.140011;0.14177599999999999;0.14177599999999999;0.153084;0.09389199999999999;0.041823;0.153084;0.153084;0.05234
2050-01-03T12:00:00Z;0.212;0.11;0.175;0.044;0.104;0.177;0.307;0.022;0.127;0.382;0.539;0.17600000000000002;0.040392000000000004;0.037982;0.06590800000000001;0.12176700000000001;0.148831;0.148831;0.138782;0.14164200000000002;0.040392000000000004;0.138782;0.138782;0.048776
2050-01-03T13:00:00Z;0.149;0.067;0.092;0.011;0.047;0.104;0.219;0.006999999999999999;0.085;0.306;0.438;0.111;0.038301999999999996;0.04331;0.08365;0.112435;0.14855;0.14855;0.12911;0.25295700000000004;0.038301999999999996;0.12911;0.12911;0.045729
2050-01-03T14:00:00Z;0.071;0.022;0.013;0.0;0.003;0.022;0.093;0.0;0.036000000000000004;0.192;0.269;0.035;0.033363;0.046132;0.103629;0.110482;0.14752;0.14752;0.123618;0.34684899999999996;0.033363;0.123618;0.123618;0.04383
2050-01-03T15:00:00Z;0.003;0.0;0.0;0.0;0.0;0.0;0.004;0.0;0.001;0.062;0.045;0.0;0.028526999999999997;0.047674;0.13100699999999998;0.11972200000000001;0.158063;0.158063;0.120047;0.393987;0.028526999999999997;0.120047;0.120047;0.049426
2050-01-03T16:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.024364;0.049167;0.166054;0.13790999999999998;0.179841;0.179841;0.11914100000000001;0.42044799999999993;0.024364;0.11914100000000001;0.11914100000000001;0.065233
2050-01-03T17:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.023051;0.050129;0.196189;0.163438;0.206069;0.206069;0.113525;0.392009;0.023051;0.113525;0.113525;0.08705800000000001
2050-01-03T18:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.025441;0.051019999999999996;0.220112;0.19077;0.227825;0.227825;0.102443;0.374555;0.025441;0.102443;0.102443;0.112455
2050-01-03T19:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.032113;0.0536;0.233808;0.224179;0.24362199999999998;0.24362199999999998;0.093821;0.35791;0.032113;0.093821;0.093821;0.137969
2050-01-03T20:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.044774;0.057736;0.239682;0.249558;0.255944;0.255944;0.08680299999999999;0.368573;0.044774;0.08680299999999999;0.08680299999999999;0.160823
2050-01-03T21:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.065236;0.065785;0.233825;0.242101;0.25207399999999996;0.25207399999999996;0.09185499999999999;0.452233;0.065236;0.09185499999999999;0.09185499999999999;0.17443399999999998
2050-01-03T22:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.092665;0.07988200000000001;0.23061700000000002;0.234562;0.24670799999999998;0.24670799999999998;0.10509500000000001;0.46552;0.092665;0.10509500000000001;0.10509500000000001;0.188133
2050-01-03T23:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12373699999999999;0.10273099999999999;0.233835;0.24501900000000001;0.248417;0.248417;0.11948399999999999;0.41753900000000005;0.12373699999999999;0.11948399999999999;0.11948399999999999;0.20705300000000001
2050-01-04T00:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.161746;0.140233;0.24304;0.250721;0.26626;0.26626;0.131881;0.43801599999999996;0.161746;0.131881;0.131881;0.22964299999999999
2050-01-04T01:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.204468;0.18946500000000002;0.255886;0.27758499999999997;0.30491799999999997;0.30491799999999997;0.129747;0.47188500000000005;0.204468;0.129747;0.129747;0.257934
2050-01-04T02:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25916300000000003;0.247166;0.272512;0.329811;0.358139;0.358139;0.127106;0.416853;0.25916300000000003;0.127106;0.127106;0.288154
2050-01-04T03:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.321316;0.306962;0.30086;0.379537;0.411999;0.411999;0.12207;0.39314699999999997;0.321316;0.12207;0.12207;0.326401
2050-01-04T04:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.384075;0.36301300000000003;0.320054;0.41858500000000004;0.449607;0.449607;0.121127;0.367708;0.384075;0.121127;0.121127;0.361797
2050-01-04T05:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.426069;0.404672;0.324799;0.425914;0.472509;0.472509;0.126105;0.33869299999999997;0.426069;0.126105;0.126105;0.384571
2050-01-04T06:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.451691;0.43116499999999996;0.333125;0.415934;0.48606400000000005;0.48606400000000005;0.13685799999999998;0.297491;0.451691;0.13685799999999998;0.13685799999999998;0.405944
2050-01-04T07:00:00Z;0.0;0.0;0.0;0.0;0.029;0.03;0.071;0.0;0.0;0.003;0.009000000000000001;0.004;0.466005;0.456771;0.341493;0.424237;0.49237600000000004;0.49237600000000004;0.150646;0.253834;0.466005;0.150646;0.150646;0.42300699999999997
2050-01-04T08:00:00Z;0.055;0.026;0.006;0.002;0.098;0.116;0.181;0.0;0.047;0.102;0.076;0.057;0.47891000000000006;0.48673599999999995;0.356618;0.412501;0.48963900000000005;0.48963900000000005;0.165693;0.22689;0.47891000000000006;0.165693;0.165693;0.44857700000000006
2050-01-04T09:00:00Z;0.16;0.105;0.026;0.012;0.162;0.214;0.285;0.006;0.146;0.226;0.183;0.138;0.48608199999999996;0.50817;0.349147;0.39821799999999996;0.475761;0.475761;0.167962;0.215935;0.48608199999999996;0.167962;0.167962;0.46821999999999997
2050-01-04T10:00:00Z;0.271;0.2;0.042;0.022;0.209;0.298;0.354;0.026;0.245;0.315;0.3;0.21;0.49755699999999997;0.527881;0.343165;0.3976;0.453387;0.453387;0.177558;0.218604;0.49755699999999997;0.177558;0.177558;0.48155200000000004
2050-01-04T11:00:00Z;0.34;0.242;0.04;0.021;0.21;0.318;0.361;0.034;0.311;0.353;0.371;0.24;0.514738;0.546812;0.35932;0.411628;0.433342;0.433342;0.187595;0.225758;0.514738;0.187595;0.187595;0.49451000000000006
2050-01-04T12:00:00Z;0.384;0.211;0.027000000000000003;0.01;0.162;0.253;0.302;0.023;0.308;0.338;0.38;0.219;0.533249;0.569551;0.368273;0.421633;0.419832;0.419832;0.186297;0.23335799999999998;0.533249;0.186297;0.186297;0.49838999999999994
2050-01-04T13:00:00Z;0.379;0.138;0.011;0.002;0.08;0.133;0.192;0.004;0.231;0.274;0.29600000000000004;0.14800000000000002;0.5374979999999999;0.579414;0.385814;0.41862299999999997;0.41385200000000005;0.41385200000000005;0.172908;0.229911;0.5374979999999999;0.172908;0.172908;0.49955299999999997
2050-01-04T14:00:00Z;0.195;0.052000000000000005;0.0;0.0;0.006999999999999999;0.026;0.068;0.0;0.107;0.166;0.157;0.053;0.519022;0.573703;0.41147399999999995;0.437146;0.422171;0.422171;0.160699;0.224816;0.519022;0.160699;0.160699;0.501537
2050-01-04T15:00:00Z;0.014;0.001;0.0;0.0;0.0;0.0;0.001;0.0;0.006999999999999999;0.047;0.017;0.001;0.514738;0.56639;0.465046;0.46271899999999994;0.417778;0.417778;0.167384;0.202789;0.514738;0.167384;0.167384;0.51049
2050-01-04T16:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.516167;0.5641109999999999;0.5058199999999999;0.471416;0.399777;0.399777;0.183809;0.189822;0.516167;0.183809;0.183809;0.531122
2050-01-04T17:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.521874;0.566729;0.551374;0.480257;0.38905;0.38905;0.201714;0.177325;0.521874;0.201714;0.201714;0.553977
2050-01-04T18:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.527569;0.568261;0.576392;0.482858;0.391368;0.391368;0.22196100000000002;0.165364;0.527569;0.22196100000000002;0.22196100000000002;0.565905
2050-01-04T19:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.544558;0.575447;0.569326;0.527779;0.405442;0.405442;0.24351;0.152896;0.544558;0.24351;0.24351;0.5701390000000001
2050-01-04T20:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.543148;0.578598;0.565234;0.5698340000000001;0.430361;0.430361;0.25600100000000003;0.163543;0.543148;0.25600100000000003;0.25600100000000003;0.5670649999999999
2050-01-04T21:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.544558;0.5819989999999999;0.549959;0.58245;0.442134;0.442134;0.26111599999999996;0.222793;0.544558;0.26111599999999996;0.26111599999999996;0.55497
2050-01-04T22:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.534666;0.580342;0.513271;0.605691;0.447247;0.447247;0.271862;0.25497;0.534666;0.271862;0.271862;0.5342520000000001
2050-01-04T23:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.523299;0.569191;0.508794;0.6180439999999999;0.44533;0.44533;0.279354;0.25595500000000004;0.523299;0.279354;0.279354;0.529734
2050-01-05T00:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.53183;0.568873;0.493788;0.6170760000000001;0.4338;0.4338;0.27763499999999997;0.24531;0.53183;0.27763499999999997;0.27763499999999997;0.527233
2050-01-05T01:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.550186;0.564341;0.472508;0.6102;0.41663500000000003;0.41663500000000003;0.27312600000000004;0.223534;0.550186;0.27312600000000004;0.27312600000000004;0.5229020000000001
2050-01-05T02:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.575256;0.560116;0.464603;0.606164;0.400278;0.400278;0.273649;0.23487600000000003;0.575256;0.273649;0.273649;0.524189
2050-01-05T03:00:00Z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6025050000000001;0.561214;0.46812600000000004;0.6058600000000001;0.40166;0.40166;0.282457;0.26297600000000004;0.6025050000000001;0.282457;0.282457;0.540018
